15_min_interval,tag_bird,tag_insect,traffic,biophony,anthropophony,biophony.1,site
07:00:00,0.0054857433,0.0069876346,0.08817216,0.014001148,0.093745135,0.014001148,L03
07:15:00,0.0064612096,0.009151765,0.08388385,0.013005341,0.08773486,0.013005341,L03
07:30:00,0.009842717,0.03474848,0.0758499,0.03947021,0.07940226,0.03947021,L03
07:45:00,0.010560253,0.028306408,0.061581247,0.035728276,0.06597808,0.035728276,L03
08:00:00,0.010932518,0.026030514,0.057218313,0.032489102,0.06321122,0.032489102,L03
08:15:00,0.01477459,0.037803102,0.0579485,0.049236707,0.062290747,0.049236707,L03
08:30:00,0.0030804588,0.0027832405,0.067870334,0.0075109676,0.07589572,0.0075109676,L03
08:45:00,0.0035453734,0.018677237,0.071239755,0.020967936,0.082462475,0.020967936,L03
09:00:00,0.003965147,0.007217308,0.065949194,0.013933078,0.07598612,0.013933078,L03
09:15:00,0.002052309,0.0014678623,0.04625773,0.00585501,0.06171619,0.00585501,L03
09:30:00,0.0036355415,0.012173101,0.0518164,0.017354155,0.06406649,0.017354155,L03
09:45:00,0.0044216034,0.011778101,0.05627903,0.016112853,0.067123584,0.016112853,L03
10:00:00,0.008295016,0.027950747,0.05291274,0.034338128,0.06398908,0.034338128,L03
10:15:00,0.0027319752,0.007238549,0.055677466,0.010508036,0.06719044,0.010508036,L03
10:30:00,0.002141388,0.002115484,0.040562727,0.008597797,0.058740996,0.008597797,L03
10:45:00,0.0033499207,0.0027994951,0.03654275,0.008677896,0.050149024,0.008677896,L03
11:00:00,0.009620413,0.00728092,0.05159432,0.022115069,0.06427852,0.022115069,L03
11:15:00,0.010261425,0.061851375,0.05157108,0.066226505,0.06432523,0.066226505,L03
11:30:00,0.006902069,0.056164753,0.040803954,0.066178866,0.051351003,0.066178866,L03
11:45:00,0.015515379,0.05998708,0.03757954,0.07215433,0.05443641,0.07215433,L03
12:00:00,0.02325595,0.21156688,0.057619356,0.22179917,0.079664476,0.22179917,L03
